date,word_count,line_count,text
2011/1/30,1844,134,"知乎协议 - 知乎






































 


 








《知乎协议》

欢迎您来到知乎。

请您仔细阅读以下条款，如果您对本协议的任何条款表示异议，您可以选择不进入知乎。当您注册成功，进入知乎后，则意味着您完全接受本协议项下的全部条款。

一、使用规则

1、用户注册成功后，知乎将给予每个用户一个用户帐号及相应的密码，该用户帐号和密码由用户负责保管；用户应当对以其用户帐号进行的所有活动和事件负法律责任。

2、用户须对在知乎的注册信息的真实性、合法性、有效性承担全部责任，用户不得冒充他人；不得利用他人的名义发布任何信息；不得恶意使用注册帐户导致其他用户误认；否则知乎有权立即停止提供服务，收回其帐号并由用户独自承担由此而产生的一切法律责任。

3、知乎是一个信息分享、传播及获取的平台，用户通过知乎发表的信息为公开的信息，其他第三方均可以通过知乎获取用户发表的信息，用户对任何信息的发表即认可该信息为公开的信息，并单独对此行为承担法律责任；任何用户不愿被其他第三人获知的信息都不应在该知乎上进行发表。

4、用户承诺不得以任何方式利用知乎直接或间接从事违反中国法律、以及社会公德的行为，知乎有权对违反上述承诺的内容予以删除。

5、用户不得利用知乎服务制作、上载、复制、发布、传播或者转载如下内容：

(1) 反对宪法所确定的基本原则的；

(2) 危害国家安全，泄露国家秘密，颠覆国家政权，破坏国家统一的；

(3) 损害国家荣誉和利益的；

(4) 煽动民族仇恨、民族歧视，破坏民族团结的；

(5) 破坏国家宗教政策，宣扬邪教和封建迷信的；

(6) 散布谣言，扰乱社会秩序，破坏社会稳定的；

(7) 散布淫秽、色情、赌博、暴力、凶杀、恐怖或者教唆犯罪的；

(8) 侮辱或者诽谤他人，侵害他人合法权益的；

(9) 含有法律、行政法规禁止的其他内容的信息。

6、知乎有权对用户使用知乎的情况进行审查和监督，如用户在使用知乎时违反任何上述规定，知乎或其授权的人有权要求用户改正或直接采取一切必要的措施（包括但不限于更改或删除用户张贴的内容等、暂停或终止用户使用知乎的权利）以减轻用户不当行为造成的影响。

二、知识产权

1、在未得到著作者的同意时，请不要将他人的著作物全部或部分复制刊登到知乎。当知乎用户的言论侵犯了第三方的著作权或其他权利，第三方提出异议的时候，知乎有权根据实际情况删除相关的内容。

2、在没有事先获得相关用户许可的情况下，复制、引用、转载知乎上的内容用于盈利目的，是不允许的。所有在知乎平台上产生的内容，被站外引用、转载时，一律必须注名出处，并给出原文 URL 连接。

3、对于用户发表到知乎上的任何内容，用户同意知乎在全世界范围内具有免费的、永久性的、不可撤销的、非独家的和完全再许可的权利和许可，以使用、复制、修改、改编、出版、翻译、据以创作衍生作品、传播、表演和展示此等内容（整体或部分），和/或将此等内容编入当前已知的或以后开发的其他任何形式的作品、媒体或技术中。

4、个人或单位如认为知乎上存在侵犯自身合法权益的内容，应准备好具有法律效应的证明材料，及时与知乎取得联系，以便知乎迅速做出处理。

三、免责声明

1、知乎不能对用户发表的回答或评论的正确性进行保证。

2、用户在知乎发表的内容仅表明其个人的立场和观点，并不代表知乎的立场或观点。作为内容的发表者，需自行对所发表内容负责，因所发表内容引发的一切纠纷，由该内容的发表者承担全部法律及连带责任。知乎不承担任何法律及连带责任。

3、知乎不担保网络服务一定能满足用户的要求，也不担保网络服务不会中断，对网络服务的及时性、安全性、准确性也都不作担保。

4、对于因不可抗力或知乎不能控制的原因造成的网络服务中断或其它缺陷，知乎不承担任何责任，但将尽力减少因此而给用户造成的损失和影响。

四、协议修改

1、知乎有权随时修改本协议的任何条款，一旦本协议的内容发生变动，知乎将会直接在知乎网站上公布修改之后的协议内容，该公布行为视为知乎已经通知用户修改内容。知乎也可通过其他适当方式向用户提示修改内容。

2、如果不同意知乎对本协议相关条款所做的修改，用户有权停止使用知乎。如果用户继续使用知乎，则视为用户接受知乎对本协议相关条款所做的修改。




 












知乎协议
?
? 2011 知乎"
2011/12/1,4089,330,"知乎协议 - 知乎






































x




















知乎协议（草案）


 欢迎您来到知乎。



请您仔细阅读以下条款，如果您对本协议的任何条款表示异议，您可以选择不进入知乎。当您注册成功，无论是进入知乎，还是在知乎上发布任何内容（即“内容”），均意味着您（即“用户”）完全接受本协议项下的全部条款。









使用规则




用户注册成功后，知乎将给予每个用户一个用户帐号及相应的密码，该用户帐号和密码由用户负责保管；用户应当对以其用户帐号进行的所有活动和事件负法律责任。


用户须对在知乎的注册信息的真实性、合法性、有效性承担全部责任，用户不得冒充他人；不得利用他人的名义发布任何信息；不得恶意使用注册帐户导致其他用户误认；否则知乎有权立即停止提供服务，收回其帐号并由用户独自承担由此而产生的一切法律责任。


知乎是一个信息分享、传播及获取的平台，用户通过知乎发表的信息为公开的信息，其他第三方均可以通过知乎获取用户发表的信息，用户对任何信息的发表即认可该信息为公开的信息，并单独对此行为承担法律责任；任何用户不愿被其他第三人获知的信息都不应该在知乎上进行发表。


用户承诺不得以任何方式利用知乎直接或间接从事违反中国法律、以及社会公德的行为，知乎有权对违反上述承诺的内容予以删除。


用户不得利用知乎服务制作、上载、复制、发布、传播或者转载如下内容：



反对宪法所确定的基本原则的；


危害国家安全，泄露国家秘密，颠覆国家政权，破坏国家统一的；


损害国家荣誉和利益的；


煽动民族仇恨、民族歧视，破坏民族团结的；


破坏国家宗教政策，宣扬邪教和封建迷信的；


散布谣言，扰乱社会秩序，破坏社会稳定的；


散布淫秽、色情、赌博、暴力、凶杀、恐怖或者教唆犯罪的；


侮辱或者诽谤他人，侵害他人合法权益的；


含有法律、行政法规禁止的其他内容的信息。






用户同意遵守知乎社区指导原则。（
知乎社区规范的全部指导原则和用户管理细则有哪些？
）


知乎有权对用户使用知乎的情况进行审查和监督，如用户在使用知乎时违反任何上述规定，知乎或其授权的人有权要求用户改正或直接采取一切必要的措施（包括但不限于更改或删除用户张贴的内容、暂停或终止用户使用知乎的权利）以减轻用户不当行为造成的影响。








知识产权



知乎是一个信息分享、传播及获取的平台，我们尊重和鼓励知乎用户创作的内容，认识到保护知识产权对知乎生存与发展的重要性，承诺将保护知识产权作为知乎运营的基本原则之一。





知乎鼓励用户在知乎上创造和发布的内容可用于传播和共享，知乎用户发布的内容均默认采用?CC 协议（知识共享许可协议）。



用户在知乎上发布的可被共同编辑的内容，主要包括问题和问题的补充说明，均采用知识共享署名-相同方式共享 2.5 中国大陆许可协议进行许可。


用户在知乎上发布的全部原创回答，版权归作者所有。作者在内容发布后可选择采用知识共享许可协议下 6 种主要许可协议中的任何一种。



知识共享署名-非商业使用-禁止演绎 (by-nc-nd)
：这是知识共享许可协议下 6 种主要许可协议中对著作者权利保护最完善的。该项许可协议允许重新传播，他人可以下载并与他人共享您在知乎上发布的作品，但是该他人必须在所使用作品的正文开头的显著位置，注明原作者的姓名、来源及其采用的知识共享协议，并与该作品在知乎上的原发地址建立链接，同时，该他人不能对作品做出任何形式的修改，也不能进行商业性使用。

用户在知乎上发布的内容默认采用署名-非商业使用-禁止演绎协议，除此之外，用户也可根据自己的需求选择下面 5 种保护性略低的知识共享许可协议。



署名-非商业性使用-相同方式共享 (by-nc-sa)
：该项许可协议规定，只要他人在以该作品为基础创作的新作品上适用同一类型的许可协议，并且在新作品开头的显著位置，注明原作者的姓名、来源及其采用的知识共享协议，与该作品在知乎上的原发地址建立链接，该他人就可基于非商业目的对您的作品重新编排、节选或者以您的作品为基础进行创作。基于您的作品创作的所有新作品都要适用同一类型的许可协议，因此适用该项协议， 则对任何以您的原作为基础创作的演绎作品自然同样都不得进行商业性使用。


署名-非商业性使用 (by-nc)
：该项许可协议，允许他人基于非商业目的对您的作品重新编排、节选或者以您的作品为基础进行创作。他们的新作品必须在开头的显著位置，注明原作者的姓名、来源及其采用的知识共享协议，与作品在知乎上的原发地址建立链接，并不得进行商业性使用，但是他们无需在以您的原作为基础创作的演绎作品上适用相同类型的许可条款。


署名-禁止演绎 (by-nd)
：该项许可协议规定，只要他人完整使用您的作品，不改变您的作品，并在所使用作品的正文开头的显著位置，注明原作者的姓名、来源及其采用的知识共享协议，并与该作品在知乎上的原发地址建立链接，该他人就可基于商业或者非商业目的，对您的作品进行再传播。


署名-相同方式共享 (by-sa)
： 该项许可协议规定，只要他人在其基于您的作品创作的新作品的正文开头的显著位置，注明原作者的姓名、来源及其采用的知识共享协议，与该作品在知乎上的原发地址建立链接，并在新作品上适用相同类型的许可协议，该他人就可基于商业或非商业目的对您的作品重新编排、节选或者以您的作品为基础进行创作。该项许可协议与开放源代码软件许可协议相类似。以您的作品为基础创作的所有新作品都要适用相同类型的许可协议，因此对所有以您的原作为基础创作的演绎作品都可以进行商业性使用。


署名 (by)
： 该项许可协议规定，只要他人在使用您的作品时，在所使用作品的正文开头的显著位置，注明原作者的姓名、来源及其采用的知识共享协议，并与该作品在知乎上的原发地址建立链接，该他人就可以基于商业目的发行、重新编排、节选您的作品。就他人对您的作品利用程度而言，该项许可协议是我们提供的最为宽松的许可协议。










本着自愿原则，知乎在 CC 协议之外为用户提供「保留所有权利，禁止转载」的选项，供用户保护自己创造和发布的、非共同编辑的内容（包括用户的回答，但不包括问题和问题的补充说明）。他人在使用标注了「禁止转载」的作品时，必须事先获得原作者的许可，并且必须根据原作者单独指定的授权方式进行使用。
用户在知乎上发布的内容，视作授权其作品使用在知乎平台上（知乎平台包括知乎网站以及知乎官方发布的适用于手持终端设备的应用或其他互联网产品）。他人若想将用户在知乎上发表的作品使用在知乎平台之外的地方，则必须按照符合其要求的授权方式使用。


在未得到著作权人的授权时，请不要将他人的作品全部或部分复制发表到知乎。当知乎用户的言论侵犯了第三方的著作权或其他权利，责任在于用户本人，知乎不承担任何法律责任。如果第三方提出关于著作权的异议，知乎有权根据实际情况删除相关的内容，有权追究用户的法律责任，给知乎或任何第三方造成损失的，用户应负责全额赔偿。


如果任何第三方侵犯了知乎用户相关的权利，用户同意授权知乎或其指定的代理代表知乎自身或用户对该第三方提出警告、投诉、发起行政执法、诉讼、进行上诉，或谈判和解，并且用户同意在知乎认为必要的情况下参与共同维权。


如个人或单位发现知乎上存在侵犯其自身合法权益的内容，请及时与知乎取得联系，并提供具有法律效应的证明材料，以便知乎作出处理。包含的书面证明材料如下：



涉嫌侵权内容所有者的权属证明；


明确的身份证明、住址、联系方式；


涉嫌侵权内容在知乎平台上的位置、描述和著作权遭受侵犯的证明；


其他必要的具有法律效应的证明材料。














个人隐私



尊重用户个人隐私信息的私有性是知乎的一贯制度，知乎将通过技术手段、强化内部管理等办法充分保护用户的个人隐私信息，除法律或有法律赋予权限的政府部门要求或事先得到用户明确授权等原因外，知乎保证不对外公开或向第三方透露用户个人隐私信息，或用户在使用服务时存储的非公开内容。同时，为了运营和改善知乎的技术与服务，知乎将可能会自行收集使用或向第三方提供用户的非个人隐私信息，这将有助于知乎向用户提供更好的用户体验和服务质量。









免责申明




知乎不能对用户发表的回答或评论的正确性进行保证。


用户在知乎发表的内容仅表明其个人的立场和观点，并不代表知乎的立场或观点。作为内容的发表者，需自行对所发表内容负责，因所发表内容引发的一切纠纷，由该内容的发表者承担全部法律及连带责任。知乎不承担任何法律及连带责任。


知乎不保证网络服务一定能满足用户的要求，也不保证网络服务不会中断，对网络服务的及时性、安全性、准确性也都不作保证。


对于因不可抗力或知乎不能控制的原因造成的网络服务中断或其它缺陷，知乎不承担任何责任，但将尽力减少因此而给用户造成的损失和影响。


如果您发现知乎上有内容侵犯了您的知识产权或其他权益，请联系我们 










协议修改




根据互联网的发展和有关法律、法规及规范性文件的变化，或者因业务发展需要，知乎有权对本协议的条款作出修改或变更，一旦本协议的内容发生变动，知乎将会直接在知乎网站上公布修改之后的协议内容，该公布行为视为知乎已经通知用户修改内容。知乎也可采用电子邮件或私信的传送方式，提示用户协议条款的修改、服务变更、或其它重要事项。


如果不同意知乎对本协议相关条款所做的修改，用户有权并应当停止使用知乎。如果用户继续使用知乎，则视为用户接受知乎对本协议相关条款所做的修改。














使用规则


知识产权


个人隐私


免责申明


协议修改














加载中…"
2015/11/20,4345,650,"知乎协议 - 知乎














































知乎






注册知乎






登录






提问








知乎搜索


搜索












首页






话题






发现










?








消息






用户






赞同和感谢








































































查看全部 ?






















x






















使用规则


知识产权


个人隐私


侵权举报


免责申明


协议修改






知乎协议（草案）


欢迎您来到知乎。



请您仔细阅读以下条款，如果您对本协议的任何条款表示异议，您可以选择不进入知乎。当您注册成功，无论是进入知乎，还是在知乎上发布任何内容（即「内容」），均意味着您（即「用户」）完全接受本协议项下的全部条款。







使用规则




用户注册成功后，知乎将给予每个用户一个用户帐号及相应的密码，该用户帐号和密码由用户负责保管；用户应当对以其用户帐号进行的所有活动和事件负法律责任。


用户须对在知乎的注册信息的真实性、合法性、有效性承担全部责任，用户不得冒充他人；不得利用他人的名义发布任何信息；不得恶意使用注册帐号导致其他用户误认；否则知乎有权立即停止提供服务，收回其帐号并由用户独自承担由此而产生的一切法律责任。


用户直接或通过各类方式（如 RSS 源和站外 API 引用等）间接使用知乎服务和数据的行为，都将被视作已无条件接受本协议全部内容；若用户对本协议的任何条款存在异议，请停止使用知乎所提供的全部服务。


知乎是一个信息分享、传播及获取的平台，用户通过知乎发表的信息为公开的信息，其他第三方均可以通过知乎获取用户发表的信息，用户对任何信息的发表即认可该信息为公开的信息，并单独对此行为承担法律责任；任何用户不愿被其他第三人获知的信息都不应该在知乎上进行发表。


用户承诺不得以任何方式利用知乎直接或间接从事违反中国法律以及社会公德的行为，知乎有权对违反上述承诺的内容予以删除。




用户不得利用知乎服务制作、上载、复制、发布、传播或者转载如下内容：




反对宪法所确定的基本原则的；


危害国家安全，泄露国家秘密，颠覆国家政权，破坏国家统一的；


损害国家荣誉和利益的；


煽动民族仇恨、民族歧视，破坏民族团结的；


破坏国家宗教政策，宣扬邪教和封建迷信的；


散布谣言，扰乱社会秩序，破坏社会稳定的；


散布淫秽、色情、赌博、暴力、凶杀、恐怖或者教唆犯罪的；


侮辱或者诽谤他人，侵害他人合法权益的；


含有法律、行政法规禁止的其他内容的信息。






用户同意遵守
知乎社区管理规定（试行）
。


知乎有权对用户使用知乎的情况进行审查和监督，如用户在使用知乎时违反任何上述规定，知乎或其授权的人有权要求用户改正或直接采取一切必要的措施（包括但不限于更改或删除用户张贴的内容、暂停或终止用户使用知乎的权利）以减轻用户不当行为造成的影响。










知识产权


知乎是一个信息获取、分享及传播的平台，我们尊重和鼓励知乎用户创作的内容，认识到保护知识产权对知乎生存与发展的重要性，承诺将保护知识产权作为知乎运营的基本原则之一。







用户在知乎上发表的全部原创内容（包括但不仅限于回答、文章和评论），著作权均归用户本人所有。用户可授权第三方以任何方式使用，不需要得到知乎的同意。






知乎上可由多人参与编辑的内容，包括但不限于问题及补充说明、答案总结、话题描述、话题结构，所有参与编辑者均同意，相关知识产权归知乎所有。






知乎提供的网络服务中包含的标识、版面设计、排版方式、文本、图片、图形等均受著作权、商标权及其它法律保护，未经相关权利人（含知乎及其他原始权利人）同意，上述内容均不得在任何平台被直接或间接发布、使用、出于发布或使用目的的改写或再发行，或被用于其他任何商业目的。






为了促进知识的分享和传播，用户将其在知乎上发表的全部内容，授予知乎免费的、不可撤销的、非独家使用许可，知乎有权将该内容用于知乎各种形态的产品和服务上，包括但不限于网站以及发表的应用或其他互联网产品。






第三方若出于非商业目的，将用户在知乎上发表的内容转载在知乎之外的地方，应当在作品的正文开头的显著位置注明原作者姓名（或原作者在知乎上使用的帐号名称），给出原始链接，注明「发表于知乎」，并不得对作品进行修改演绎。若需要对作品进行修改，或用于商业目的，第三方应当联系用户获得单独授权，按照用户规定的方式使用该内容。






知乎为用户提供「保留所有权利，禁止转载」的选项。除非获得原作者的单独授权，任何第三方不得转载标注了「禁止转载」的内容，否则均视为侵权。






在知乎上传或发表的内容，用户应保证其为著作权人或已取得合法授权，并且该内容不会侵犯任何第三方的合法权益。如果第三方提出关于著作权的异议，知乎有权根据实际情况删除相关的内容，且有权追究用户的法律责任。给知乎或任何第三方造成损失的，用户应负责全额赔偿。






如果任何第三方侵犯了知乎用户相关的权利，用户同意授权知乎或其指定的代理人代表知乎自身或用户对该第三方提出警告、投诉、发起行政执法、诉讼、进行上诉，或谈判和解，并且用户同意在知乎认为必要的情况下参与共同维权。






知乎有权但无义务对用户发布的内容进行审核，有权根据相关证据结合《侵权责任法》、《信息网络传播权保护条例》等法律法规及知乎社区指导原则对侵权信息进行处理。











个人隐私


尊重用户个人隐私信息的私有性是知乎的一贯原则，知乎将通过技术手段、强化内部管理等办法充分保护用户的个人隐私信息，除法律或有法律赋予权限的政府部门要求或事先得到用户明确授权等原因外，知乎保证不对外公开或向第三方透露用户个人隐私信息，或用户在使用服务时存储的非公开内容。同时，为了运营和改善知乎的技术与服务，知乎将可能会自行收集使用或向第三方提供用户的非个人隐私信息，这将有助于知乎向用户提供更好的用户体验和服务质量。


如果用户不希望被搜索引擎检索，可在「
个人设置
」中修改「个人信息」部分的设置，对于站外的用户与搜索引擎，你的姓名会显示为「知乎用户」，头像图片也将被隐藏。








侵权举报






处理原则


知乎作为知识讨论社区，高度重视自由表达和个人、企业正当权利的平衡。依照法律规定删除违法信息是知乎社区的法定义务，知乎社区亦未与任何中介机构合作开展此项业务。






受理范围


受理知乎社区内侵犯企业或个人合法权益的侵权举报，包括但不限于涉及个人隐私、造谣与诽谤、商业侵权。




涉及个人隐私：发布内容中直接涉及身份信息，如个人姓名、家庭住址、身份证号码、工作单位、私人电话等详细个人隐私；


造谣、诽谤：发布内容中指名道姓（包括自然人和企业）的直接谩骂、侮辱、虚构中伤、恶意诽谤等；


商业侵权：泄露企业商业机密及其他根据保密协议不能公开讨论的内容。








举报条件


如果个人或单位发现知乎上存在侵犯自身合法权益的内容，请与知乎取得联系（邮箱：
）。为了保证问题能够及时有效地处理，请务必提交真实有效、完整清晰的材料，否则不予受理。请使用以下格式（包括各条款的序号）：




权利人对涉嫌侵权内容拥有商标权、著作权和/或其他依法可以行使权利的权属证明；如果举报人非权利人，请举报人提供代表企业进行举报的书面授权证明。


充分、明确地描述侵犯了权利人合法权益的内容，提供涉嫌侵权内容在知乎上的具体页面地址，指明涉嫌侵权内容中的哪些内容侵犯了上述列明的权利人的合法权益；


权利人具体的联络信息，包括姓名、身份证或护照复印件（对自然人）、单位登记证明复印件（对单位）、通信地址、电话号码、传真和电子邮件；




在侵权举报中加入如下关于举报内容真实性的声明：




我本人为所举报内容的合法权利人；


我举报的发布在知乎社区中的内容侵犯了本人相应的合法权益；


如果本侵权举报内容不完全属实，本人将承担由此产生的一切法律责任。












处理流程


出于网络社区的监督属性，并非所有申请都必须受理。知乎自收到举报邮件七个工作日内处理完毕并给出回复。处理期间，不提供任何电话、邮件及其他方式的查询服务。


出现知乎已经删除或处理的内容，但是百度、谷歌等搜索引擎依然可以搜索到的现象，是因为百度、谷歌等搜索引擎自带缓存，此类问题知乎无权也无法处理，因此相关申请不予受理。


此为知乎社区唯一的官方的侵权投诉渠道，暂不提供其他方式处理此业务。


用户在知乎中的商业行为引发的法律纠纷，由交易双方自行处理，与知乎无关。












免责申明




知乎不能对用户发表的回答或评论的正确性进行保证。


用户在知乎发表的内容仅表明其个人的立场和观点，并不代表知乎的立场或观点。作为内容的发表者，需自行对所发表内容负责，因所发表内容引发的一切纠纷，由该内容的发表者承担全部法律及连带责任。知乎不承担任何法律及连带责任。


知乎不保证网络服务一定能满足用户的要求，也不保证网络服务不会中断，对网络服务的及时性、安全性、准确性也都不作保证。


对于因不可抗力或知乎不能控制的原因造成的网络服务中断或其它缺陷，知乎不承担任何责任，但将尽力减少因此而给用户造成的损失和影响。










协议修改




根据互联网的发展和有关法律、法规及规范性文件的变化，或者因业务发展需要，知乎有权对本协议的条款作出修改或变更，一旦本协议的内容发生变动，知乎将会直接在知乎网站上公布修改之后的协议内容，该公布行为视为知乎已经通知用户修改内容。知乎也可采用电子邮件或私信的传送方式，提示用户协议条款的修改、服务变更、或其它重要事项。


如果不同意知乎对本协议相关条款所做的修改，用户有权并应当停止使用知乎。如果用户继续使用知乎，则视为用户接受知乎对本协议相关条款所做的修改。






















刘看山


移动应用


加入知乎


知乎协议


商务合作




? 2015 知乎"
